id,year,Source,PageNumber,BeginningWords,Date,Length,FrontPage,Description,subissue,issue
33234,1990,NYT Index 1990,89,Man carrying can,10/10/1990,1,0,"Man carrying can of acid like liquid hurls it at two women who had just left abortion clinic where they work,NYC;police see no link to their employment",20081,2
33269,1990,NYT Index 1990,159,NAACP's annual program,1/2/1990,1,0,"NAACP's annual program commemorating Emancipation Proclamation is held in Atlanta, GA despite rash of threats",201,2
33287,1990,NYT Index 1990,195,Anthony Walton Op-Ed,1/10/1990,2,0,Op-Ed article deplores poisoning of racial atmosphere in Boston as result of Charles Stuart case,201,2
33472,1990,NYT Index 1990,566,Warren Goldstein article,7/1/1990,2,0,"Focuses on opposition of Long Is localities to establishment of group homes for aged, homeless and mentally handicapped",205,2
33487,1990,NYT Index 1990,596,New York State,2/26/1990,2,1,"NYS gov't study charges businesses are discriminating against people who are foreign born, fearing employer sanctions est by 1986 immigration law",201,2
33519,1990,NYT Index 1990,662,Kim Fellner Op-Ed,9/3/1990,9,0,Editorial scores sexism with organized labor and refusal of AFL-CIO to make stand favoring reproductive choice,20081,2
33617,1990,NYT Index 1990,862,Letter from Cindy,5/18/1990,2,0,"Letter by Korean about treatment from blacks,good and bad, says issue is mutual respect and cultural sensitivity",201,2
33663,1990,NYT Index 1990,954,East End Gay,10/7/1990,2,0,East End Gay Oraganization for Human Rights applauds E Hampton Police Dept in treatment and training,202,2
33672,1990,NYT Index 1990,972,Minority firms suffer,7/16/1990,2,1,Minority firms suffer substantial economic losses as result of last years Supreme Court ruling dismantling programs to aid minority contractors,201,2
33850,1991,NYT Index 1991,3,Louisiana Atty Gen,6/20/1991,2,0,Louisiana Atty Gen says that it will be at least 2 months before the strict new abortion law can be enforced and that most of Louisiana's abortion clinics are operating.,20081,2
33851,1991,NYT Index 1991,5,Pres. Bush sends,11/5/1991,1,0,Pres. Bush sends Congress a letter that clarifies his position on limiting abortion counseling in federally funded clinics.,20081,2
33873,1991,NYT Index 1991,47,American Civil Liberties,1/27/1991,2,0,ACLU elects first female president,202,2
33929,1991,NYT Index 1991,187,Judge Sally G,5/23/1991,1,0,Judge Sally Disco of  CA Superior Court rules that Boy Scouts of America may bar a homosexual from becoming a scoutmaster; Timothy Curran will appeal.,202,2
33992,1991,NYT Index 1991,350,"Joyce Straton, 21",10/3/1991,2,0,"21-year-old employees of NYC Dept for the Aging, files suit charging that she was fired because of her age.",204,2
34128,1991,NYT Index 1991,621,Topics of the,3/5/1991,9,0,"editorial charges the bush administration deliberatly downplays the release of its 1991 civill rights legislation, bill would deny minorities and  women important legal tools against employment discr.",200,2
34392,1991,NYT Index 1991,1153,Woman who was,1/28/1991,1,0,woman who was dismissed from work for caring for her sick infant is appealing her denial of unemployment benefits in Court of Appeals,202,2
34459,1992,NYT Index 1992,5,Several hundred abortion,7/3/1992,1,0,"several hundred abortion rights demonstrators attempt to close down tunnel in NYC, police arrest 140",20081,2
34520,1992,NYT Index 1992,131,Article by baseball,5/17/1992,2,0,recall of recent tribute to Negro League base ball players and discusses how base ball can help ease racism,201,2
34523,1992,NYT Index 1992,137,major league,12/2/1992,2,0,"major league exec investigated for racial and ethical remarks, civil liberties say she would have a hard time fighting it",201,2
34781,1992,NYT Index 1992,657,Photo of,7/30/1992,9,0,photo of KKK and catholic defense organization members confronting protestors,201,2
34944,1992,NYT Index 1992,989,vice pres,9/14/1992,2,0,vice pres quayle says homosexuality is personal choice not biology,202,2
35027,1992,NYT Index 1992,1155,supreme court,2/2/1992,2,0,supreme court signals ideological shift to the right in rejecting claims by black plaintiffs in voting rights case,206,2
35080,1992,NYT Index 1992,1261,Navy petty officer,11/22/1992,2,0,navy officer reinstated after being discharged for homosexuality,202,2
35091,1992,NYT Index 1992,1283,US privacy Council,1/25/1992,1,0,US privacy Council is established to strengthen privacy rights of americans,208,2
35101,1992,NYT Index 1992,1305,trustees of wabash,3/25/1992,1,0,trustees of college in indiana vote against addmitting women,202,2
35115,1992,NYT Index 1992,1333,ethical and legal,8/9/1992,1,0,ethical and legal issues in disclosing to sexaul partner that one has herpes or other STD discussed in light of suit against robin williams,205,2
35135,1993,NYT Index 1993,7,Westchester County Medical Center agrees to,1/12/1993,2,0,Medical center agrees to hire pharmacists infected with HIV; awards him back pay and compensation,205,2
35198,1993,NYT Index 1993,134,Editorial comments on,1/6/1993,9,0,Editorial comments on Malcolm X's emphasis on literacy as means of blacks gaining self-sufficiency and independence,201,2
35227,1993,NYT Index 1993,192,Breast cancer patients,5/2/1993,2,1,Breast cancer patients complain of employer discrimination; cases of four women who have lost or face loss of jobs,205,2
35234,1993,NYT Index 1993,206,Editorial on suspension,10/5/1993,9,0,Editorial on suspension of pregnant cheerleaders; sees girls are punished while males are not,202,2
35312,1993,NYT Index 1993,363,Residents of Kiryas,7/20/1993,2,0,Residents protest against court ruling that school district created for handicapped students was improper endorsment of religion by government.,205,2
35419,1993,NYT Index 1993,577,sponsors of New York,5/8/1993,2,0,sponsors of NYC's Salute to Israel parade exludes gay synagogue,202,2
35438,1993,NYT Index 1993,615,increasing number of female,1/2/1993,2,1,female employees are alleging discrimination because of pregnancy; EEOC reports increasing number of complaints in 1992,202,2
35505,1993,NYT Index 1993,751,Bob Herbert Op-Ed,10/20/1993,1,0,colum on Jesse Jackson's new campaign to stop violence and other self-destructive behavior by young balck Americans; praises call for effort as urgent and intense as long campaign for civil rights,201,2
35517,1993,NYT Index 1993,775,Benjamin L Hooks,2/21/1993,2,0,Hooks makes his last report as executive director to annual meeting of National Assn for the Advancement of Colored People,201,2
35743,1993,NYT Index 1993,1231,US Commission on,2/9/1993,9,0, US Commission on Civil Rights says D.C.'s government discrimnates against Hispanic residents,201,2
35777,1994,NYT Index 1994,3,Abortion protestor,5/12/1994,2,0,"Abortion protestor is released from Camden County, NJ jail after spending almost 14 months in jail after being arrested in anti-abortion demonstration and then refusing to identify herself",20081,2
35778,1994,NYT Index 1994,5,"Pensacola, Fla",10/2/1994,2,0,"Pensacola, Fla has moved from frontier outpost to main battlefront in abortion wars since killing of doctor and volunteer bodyguard in July, and the national attention that brought",20081,2
35836,1994,NYT Index 1994,135,Khalid Abdul Muhammad,2/11/1994,2,0,"Khalid Abdul Muhammad, week after being suspended as top aide to Nation of Islam leader Louis Farrakhan, tells enthusiastic, largely black crowd at SUNY Buffalo that he remains loyal to Farrakhan",201,2
35899,1994,NYT Index 1994,262,Federal appeals court,9/13/1994,2,0,Federal appeals court rules that a Secret Service agent violated constitutional protections against unlawful searches when he invited CBS TV crew on raid of Brooklyn apartment,208,2
36000,1994,NYT Index 1994,465,Homes of,6/11/1994,1,0,"Homes of jewish families and mixed-race couples have been pelted with eggs and rocks in Glen Ridge, Nj, raising specter of racial hatred",201,2
36080,1994,NYT Index 1994,625,Superior Court,8/27/1994,2,0,"Superior Court jury in San Francisco finds that Baker & McKenzie, world's largest law firm, turned blind eye to complaints of sexual harrassment",202,2
36159,1994,NYT Index 1994,787,Richard G Smith,11/3/1994,2,0,"Richard Smith wages one-man campaign to change name of Negro Run, creek in Upper Freehold Township, NJ; a number of black residents feel the name ought to be changed",201,2
36222,1994,NYT Index 1994,915,Four suspended,10/5/1994,1,0,"Four suspended Hudson County (NJ) Jail officers, already facing state charges of beating an inmate to death in 1989, are indicted on federal charges of violating civil rights of the inmate",200,2
36353,1994,NYT Index 1994,1180,Keith Meinhold,10/17/1994,2,0,"Keith Meinhold, homosexual sailor who waged 2 year legal battle against discharge by Navy, says he has prevailed because gov't allowed legal deadline to pass without challenging appeals court decision",202,2
36362,1994,NYT Index 1994,1198,Trustees of,12/4/1994,2,0,Trustees of University of New Hampshire settle free-speech case by reinstating Prof Donald Silva. who was suspended for classroom remarks that unversity considered form of sexual harrassment,202,2
36365,1994,NYT Index 1994,1204,Federla Judge rules that,5/17/1994,2,0,Federl judge rules that Vasser College discriminated against an assistant biology professor by denying her tenure partly because she was married with children,202,2
36402,1994,NYT Index 1994,1278,"Zabar's, pre-eminent",8/8/1994,2,0,"Zabar's, pre-eminent specialty food store, is sued by former employee, who was only woman fish slicer, for sexual discrimination and unlawful dismissal; Judge Dooley, a former fish slicer, will decide",202,2
36434,1995,NYT Index 1995,947,News analysis of,11/11/1995,2,0,"Analysis of MTA policy regarding financing of suburban rail transit fares and New York City subway fares, in light of allegations by civil rights 'advocates' that unequal fare increases violate rights",200,2
36498,1995,NYT Index 1995,261,Charlayne Hunter-Gault,12/31/1995,2,0,"Charlayne Hunter-Gault pays tribute to Hamilton Holmes, who along with Gault broke color barrier at University of Georgia, school so dedicated to segregation that it took Supreme Court to admit them.",201,2
36509,1995,NYT Index 1995,589,Chronology of job discrimination lawsuit,4/17/1995,2,0,Chronology of lawsuit filed by Paul Rosen against IRS for job discrimination,201,2
36546,1995,NYT Index 1995,817,Convoluted legal battle,7/9/1995,2,0,Convoluted legal battle at New Jersey Highway Authority has led to dismissal of high level black employee and raised questions about whether authority treats its minority workers fairly,201,2
36579,1995,NYT Index 1995,5,Editorial contends that,11/4/1995,9,0,Editorial contends that the House of Representatives succumbed to blackmail when it approved a bill to ban specific abortion procedures and imposing criminal sanctions if doctors use it.,20081,2
36581,1995,NYT Index 1995,417,Editorial criticizes Sen,9/10/1995,9,0,"Editorial criticizes Sen. Bob Dole for declaring that English should be made, by law, official language of US.",200,2
36687,1995,NYT Index 1995,1217,Hosue Speaker Newt,4/5/1995,2,0,House Speaker Gingrich appears to back away from comments suggesting that Pres Clinton's policy allowing homosexuals in military should be overturned; says Congress will probably leave policy alone,202,2
36729,1995,NYT Index 1995,1769,Judge Dzintra I Janavs,8/3/1995,2,0,Judge Dzintra I Janavs strikes down Los Angeles Metropolition Transportation Authority's practice of setting aside millions of dollars in contracts for companies owned by minorities and women,200,2
36741,1995,NYT Index 1995,3,"Landlord, 1033 Stewart Avenue",3/2/1995,2,0,"Lanlord, 1033 Stewart Avenue Associates issued new rules and regulations for buliding that bans services related to pregnancy termination",202,2
36782,1995,NYT Index 1995,151,Members of Southern,6/21/1995,2,1,"Members of Southern Baptist Convention, founded in large part in defense of slavery, approved a resolution on racial reconciliation at convention in Atlanta asking forgiveness from African-Americans.",201,2
36923,1995,NYT Index 1995,17,Rev. Calvin O Butts,9/21/1995,1,0,Reverend Calvin O Butts letter says racism is resurgent in US and praises President Clinton's support for affirmative action.,201,2
36991,1995,NYT Index 1995,331,Supreme Court refuses,4/25/1995,2,0,"Supreme Court refuses to consider whwther there is constitutional right to assisted suicide, and whether someone who helps another can be prosecuted for murder.",200,2
36992,1995,NYT Index 1995,395,"Supreme Court, in",6/13/1995,2,1,"Supreme Court, in 5-4 decision, casts serious doubt on viability of showcase desegregation plan in Kansas City, Mo; Missouri improperly ordered to help pay state of the art magnet schools.",201,2
37034,1995,NYT Index 1995,1243,Vermont bucks national,2/14/1995,2,0,Vermont bucks national trend as its House of Representatives defeats resolution urging Congress to pass constitutional amendment against desecration of American flag,207,2
37141,1996,NYT Index 1996,17,California voters approve,11/7/1996,1,0,California voters approve ballot measure banning most state-sponsored affirmative action.,201,2
37215,1996,NYT Index 1996,1065,Dolphin Cruise Line,12/19/1996,1,0,"Dolphin Cruise Line and American Entertainment Productions, employment agency, agree to pay $90,000 to man who lost job as cruise-ship entertainer after he tested positive for AIDS virus",205,2
37250,1996,NYT Index 1996,1175,Equal Employment Opportunity,11/21/1996,2,0,Equal Employment Opportunity Commission asks to be allowed to intervene in discrimination suit settled by Texaco Inc; possibility of renegotiation; Federal Judge calls for investigation,200,2
37276,1996,NYT Index 1996,453,Federal Judge Robert,2/14/1996,2,0,"Federal Judge Robert W Sweet, in another setback to NYC Mayor Rudolph Giuliani's plan to remove 16,300 fire alarm boxes rules that plan violates civil rights of city's 65,000 deaf and hearing impaired",205,2
37304,1996,NYT Index 1996,917,Gay and lesbian,4/4/1996,2,0,"Gay and lesbian police officers file suit in federal court against New York City Police Department, contending it has not treated organization of gay law enforcement workers as equals of other orgs.",202,2
37353,1996,NYT Index 1996,161,Interview with Kwame,4/14/1996,2,0,"Interview with Kwame Toure, formerly Stokley Carmichael, the black power advocate, who maintains his revolutionary and pan-Africanist zeal and is upbeat about the future of American Blacks",201,2
37404,1996,NYT Index 1996,3,Letter by Federal,5/8/1996,1,0,Letter by Federal District Court Judge Louis H. Pollak comments on US Supreme Court's historic roe v. Wade abortion ruling.,20081,2
37415,1996,NYT Index 1996,701,Lockheed Martin Corp,11/22/1996,1,0,"Lockheed Martin Corp agrees to pay $13 million to settle one of nation's biggest age discrimination lawsuits, affecting 2,000 former employees; calls for rehiring of 450 employees who were targeted",204,2
37515,1996,NYT Index 1996,1173,Philip Heymann Op-Ed,8/2/1996,2,0,Philip Heymann Op-Ed article says Pres Clinton's major proposals for new powers to fight terrorism are useful and pose no threat to Americans' civil liberties.,208,2
37580,1996,NYT Index 1996,285,Richard Evans letter,1/1/1996,9,0,Richard Evans letter on Anthony Lewis's Dec 25 column on dangers of censorship posed by part of telecommunications bill that would outlaw 'indecent' words or ideas on Internet,207,2
37623,1996,NYT Index 1996,583,Sharp jump in,2/17/1996,2,0,"Sharp jump in Storm Lake, Iowa, minority population in last 25 years as packing plants lured immigrant workers discussed in light of Patrick Buchanan's nativist appeals; seeking R. Pres. Nomination",201,2
37708,1996,NYT Index 1996,5,"Westchester County, NY's",10/20/1996,3,0,"Westchester County, NY's delegation to State Legislature and to Congress are overwhelmingly in favor of choice on abortion, as are most of their majority-party opponents in this year's elections.",20081,2
37917,1997,NYT Index 1997,179,Editorial contends that,12/5/1997,2,0,"Editorial contends that Pres Clinton's national town meeting on race was important contribution to national debate; lacked spark and focus, but showed courage, skill and persistence",201,2
37988,1997,NYT Index 1997,3,Georgia House votes,3/25/1997,1,0,Georgia House votes 132-43 to ban controversial late-term abortions.,20081,2
38273,1997,NYT Index 1997,453,Prof Mary Ann,6/30/1997,2,0,"Prof Mary Ann Glendon Op-Ed article says recent Supreme Court decisions-- overturning ban against use of public school teachers in parochial schools, and strking down Religious Freedom Act unconst.",207,2
38329,1997,NYT Index 1997,447,School officials in,3/23/1997,2,0,"School officials in Gary, Ind, agree to allow ministers to broadcast religious programs on high school radio station; Supt says appears to violate constitutional separation of church and stae",207,2
38461,1997,NYT Index 1997,927,"William T Coleman Jr, former",11/17/1997,1,0,"William T Coleman Jr, former Secretary of Transportation, adviser to six presidents and prominent lawyer, to receive Thurgood Marshall Lifetime Achievement Award of NAACP Legal Defense Fund",201,2
38477,1998,NYT Index 1998,11,"Kroger, nation's largest",10/3/1998,1,0,"Kroger, nation's largest supermarket chain, Is accused of discrimination for refusing to let Georgio Lee Chacon, boy infected with AIDS, use supervised play area in Ohio store",205,2
38572,1998,NYT Index 1998,201,Excerpts from 1958,3/18/1998,2,0,"Excerpts from 1958 report about Clyde Kennard, black man who was trying to become first black student at Mississippi Southern College",201,2
38573,1998,NYT Index 1998,203,Report on race,10/4/1998,2,0,Report on race prepared by Pres Clinton's advisory board is relatively tepid compared with 1968 study,201,2
38641,1998,NYT Index 1998,339,Barbara A Moss,3/22/1998,1,0,Letter despairs of the sexual liberation of women if a mature woman like Kathleen Willey was not able to object loudly and purposefully when Pres Clinton allegedly made unwanted advances,202,2
38701,1998,NYT Index 1998,459,Human Rights Watch,10/23/1998,1,0,Human Rights Watch and Sentencing Project report that nationwide 1.4 million African-American men cannot vote because of their criminal record,206,2
38704,1998,NYT Index 1998,465,Several New York,10/2/1998,2,0,"Several NYC officials score Culinary Institute of America for its honoring Ronald Magrauder, whose company has a history of discrimination against gays",202,2
38801,1998,NYT Index 1998,659,Report issued this,3/22/1998,2,0,Report issued this month by Souther Povery Law Center study found 474 active hate groups nationwide in 1997,200,2
38821,1998,NYT Index 1998,699,Councilman Anthony Weiner,1/11/1998,1,0,NYC Councilman Anthony Weiner finds large swastika on his door,201,2
38829,1998,NYT Index 1998,715,"Fairfax County, Va",1/1/1998,1,0,"Fairfax County, Va passes ordinance to legalize residence of Elvis, nine-year-old monkey being trained as helper for disabled",205,2
38844,1998,NYT Index 1998,745,Letter from Todd,7/9/1998,9,0,Letter says hatred of homosexuals in South Carolina was accurately described in July 7 article,202,2
39008,1998,NYT Index 1998,1079,Myrlie Evers-Wiliams,2/11/1998,1,0,Myrlie Evers-Williams says she will not seek reelection as NAACP chairwoman,201,2
39193,1998,NYT Index 1998,1449,"West Hartford, Conn",7/15/1998,1,0,West Hartford Conn town council rejects proposal to give family discount at city pool for gay couples and nontraditional households,202,2
39329,1999,NYT Index 1999,3,Landlord refuses to,4/3/1999,1,0,Landlord refuses to renew lease of doctor who performs abortions,20081,2
39424,1999,NYT Index 1999,211,Harvard Prof Orlando,5/1/1999,2,0,Harvard Prof Orlando Patterson's provocative views on race draw fire from other blacks on right and left,201,2
39591,1999,NYT Index 1999,651,David Fromkin Op,1/25/1999,2,0,Op-Ed article on appropriate response to exceptionally vicious human rights violations and war crimes,200,2
39726,1999,NYT Index 1999,995,Residents of Milford,11/16/1999,2,0,"Residents of Milford, Conn have come together in show of support after black family was target of racial slurs and Ku Klux Klan made recruiting visit to city",201,2
39813,1999,NYT Index 1999,1223,Khalid Abdul Muhammad,2/13/1999,1,0,Khalid Abdul Muhammad and about 20 supporters conduct roving protest on NYC steets after memorial service for Amadou Diallo,200,2
39900,1999,NYT Index 1999,1441,Rev Kurt J,11/30/1999,9,0,Letter holds its time to take Confederate flag down,201,2
40070,1999,NYT Index 1999,1653,Many Asian-Americans,9/22/1999,2,0,"Many Asian-Americans feel that John Huanh, Chinese-American who was at center of Clinton donation scandal, was unfairly vilified",201,2
40093,1999,NYT Index 1999,343,About 400 supporters,1/25/1999,2,0,About 400 supporters of Pres Clinton gather in NYC to vent outrage over impeachment trial,200,2
40107,1999,NYT Index 1999,5,Supreme Court temporarily,12/1/1999,2,0,Supreme Court temporarily blocks enforcement of WI and IL laws curbing late-term abortion method while it considers whether to hear challenges to partial-birth abortion laws,20081,2
40124,1999,NYT Index 1999,1273,Opening arguments held,5/11/1999,1,0,Opening arguments held on lawsuit filed by state prison guard Robert L Lockley Hr who contends that he was victim of reverse sexual harassment,202,2
40169,1999,NYT Index 1999,1479,St. Petersburg Fla,7/3/1999,2,0,St Petersburg Fla City Council puts forth motion to hang plaque in City Hall apologizing for racist painting that City Hall until black man tore it down,201,2
40171,1999,NYT Index 1999,1539,"Madison County, Ala",11/28/1999,1,0,"Madison County, Ala tax assesor Wayland Cooley agrees to stop refusing to give property tax reductions to residents who cannot speak English well",200,2
40174,1999,NYT Index 1999,1739,Andrea Stewart-Cousins,11/28/1999,2,0,"Andrea Stewart-Cousins, legislator from Yonkers, predicts that county Board of Legislators will establish county human rights commission before end of year",200,2
40176,1999,NYT Index 1999,873,Eighteen Ku Klux,10/24/1999,2,1,"Eighteen Ku Klux Klan members stand in protest in lower Manhattan, fight breaks out",201,2
40192,1999,NYT Index 1999,1265,Excerpts from comments,11/22/1999,1,0,Excerpts from comments on abortion by Gov Bush on NBC's Meet the Press,20081,2
40200,1999,NYT Index 1999,541,National Assn for,5/30/1999,2,0,NAACP and Urban League are on opposite sides in debate over school vouchers,201,2
40202,1999,NYT Index 1999,1015,Editorial welcomes decision,7/14/1999,9,0,Editorial welcomes decision by NAACP to begin monitoring diversity in television and film industries,201,2
40203,1999,NYT Index 1999,1091,Carlton Thomas Kissner,5/2/1999,2,0,"Carlton Thomas Kissner, white man elected president of his NAACP chapter, answers questions",201,2
40304,2000,NYT Index 2000,197,New Jersey court,4/9/2000,1,0,"NJ court rules Bill Vogt within his rights in taking off clothes at Higbee Beach last summer, rules against Arlene Vogt removing her bikini top",207,2
40434,2000,NYT Index 2000,447,Nine states have,11/3/2000,2,0,Civil rights advocates object to state laws barring anyone with a felony conviction from ever voting again,206,2
40496,2000,NYT Index 2000,767,Bob Morris article,4/30/2000,2,0,"Bob Morris comment, as openly gay man, on Millennium March on Washington as revealing how mainstream gays have become",202,2
40685,2000,NYT Index 2000,959,California is embroiled,2/25/2000,2,0,California is embroiled in debate over initiative preventing gay and lesbian marriages in other states from being recognized in California,202,2
41111,2000,NYT Index 2000,1811,Watlow Electric Manufacturing,9/2/2000,2,0,"Watlow Electric Manufacturing Co agrees to pay $192,500 to settle civil rights suit brought by eight Hispanic workers who were required to speak only English while on assembly line",201,2
41300,2001,NYT Index 2001,269,Clyde Haberman NYC,1/6/2001,2,0,"Clyde Haberman NYC  column says Roy Innis, leader of Congress of Racial Equality's invitation to Charlton Heston to attend MLK honorary dinner is astounding",201,2
41415,2001,NYT Index 2001,551,First Amendment case,4/8/2001,2,0,First Amendment case involving Denver book store's refusal to hand over purchase records of customer suspected ot making illegal drugs discussed,208,2
41465,2001,NYT Index 2001,597,Michigan Federal Dist,11/15/2001,1,0,Michigan Federal Dist Judge Douglas Willman dismisses court-ordered busing plans imposed on southwestern Michigan school districts 20 years ago in desegreation effort,201,2
41611,2001,NYT Index 2001,953,Editors' Note says,9/29/2001,9,0,"Editors' Note says earlier photo should not have appeared because photo of man wearing a sombrero evoked ""ethnic stereotypes"" and sombrero was emblazoned with Spanish vulgarisms",201,2
41829,2001,NYT Index 2001,1331,Religious broadcaster Pat,4/18/2001,2,0,Religious broadcaster Pat Robertson says he should have stressed his anti-abortion views when he told television interviewer that US should not interfere with China's population-control policies,20081,2
41937,2001,NYT Index 2001,1547,Article discusses disparity,3/18/2001,2,0,Article discusses disparity between growth of Hispanic population in suburbs of NYC and lack of representation in local and county government,201,2
41975,2001,NYT Index 2001,1895,"Peter Bart, outspoken",8/31/2001,2,0,"Peter Bart will return to his post as editor of Variety after 21-day suspension following derogatory comments about women, blacks, and gays",200,2
42114,2002,NYT Index 2002,5,Confirmation of Pres,10/12/2002,1,0,"Sen. J. Bingaman threatens to block Pres. Bush's nomination of Dr. McClellan as FDA Comr as a protest against a new regulation allowing states to classify fetuses as ""unborn children"" ",20081,2
42258,2002,NYT Index 2002,293,Richard L Phillips,1/28/2002,9,0,Letter about Random House chairman's willingness to cheat to win,200,2
42325,2002,NYT Index 2002,427,Number of young,7/12/2002,2,0,A representative from the American Assn of Univ. Professors describes complaints by young female professors who are disproportionately denied tenure,202,2
42327,2002,NYT Index 2002,431,Lee C Bollinger,10/4/2002,2,0,"New president of Columbia Univ. makes inauguration speech, predicts Supreme Court will consider affirmative action within the year",201,2
42447,2002,NYT Index 2002,671,Sumitra Shah letter,6/9/2002,1,0,Letter on comment made by Anita F Hill regarding the role of female whistle-blowers in executive positions,202,2
42556,2002,NYT Index 2002,889,New York Gov,1/10/2002,2,1,"New York Gov Pataki offers proposals in State of State to boost re-election bid, such as a law banning discrimination against homosexuals",202,2
42650,2002,NYT Index 2002,1077,Editorial says there,1/10/2002,2,0,Editorial approves of Supreme Court ruling narrowing scope of Americans with Disabilities Act and suggests Congress should eliminate confusion in law's language,205,2
42666,2002,NYT Index 2002,1109,Met-Life reaches,8/30/2002,1,0,Met-Life reaches preliminary settlement of class-action lawsuit accusing it of charging blacks more than whites for life insurance,201,2
42696,2002,NYT Index 2002,1169,New health privacy,7/4/2002,2,0,New health privacy law meant to protect athletes from explaining injuries to media is denounced by sports executives,208,2
42748,2002,NYT Index 2002,1273,Multitude of questions,11/3/2002,2,0,"Article on Dr Larry C Ford, who committed suicide and who was found to have amassed a cache of conventional, chemical and biological weapons and his ties to antigovernment groups and with apartheid South Africa",200,2
42858,2002,NYT Index 2002,1493,Two black firefighters,1/23/2002,2,0,Two black firefighters in New York City transfer to other firehouse when former police officer involved in shooting of Amadou Diallo becomes probationary firefighter there,201,2
42873,2002,NYT Index 2002,1523,Michigan state court,4/2/2002,1,0,Michigan state court strikes down old law barring vulgar language near women and children,207,2
42904,2002,NYT Index 2002,1585,New Jersey Attorney,3/31/2002,1,0,New Jersey Attorney General David Samson releases study which concluded that black drivers on NJ Turnpike are twice as likely to speed than other drivers,21,2
43032,2002,NYT Index 2002,1841,Non-Muslims in Columbus,1/3/2002,2,0,"Muslims are offered space by Non-Muslims in Columbus, Ohio, after mosque is damaged; police say will not know if vandalism is hate crime until arrest is made",201,2
43071,2002,NYT Index 2002,1919,Editorial opposes Terrorism,7/22/2002,2,0,"Editorial opposes Bush admin's Terrorism and Information Prevention System, as it threaten democratic institutions and free society",208,2
43158,2002,NYT Index 2002,2093,Yale University agrees,10/2/2002,2,0,Yale University will let military recruit students through its placement office even though it bars openly gay people; Pres of Univ. cites risk of losing federal grants if it denies access to military,202,2
43220,2003,NYT Index 2003,3,Dominick Morda letter,1/23/2003,9,0,Scores Jan 22 Op-Ed article by Cristina Page and Amanda Peterman and holds government intervention on personal morality is what defines civilization,200,2
43221,2003,NYT Index 2003,5,Senate roll-call,10/26/2003,9,0,"Vote on compromise bill to prohibit doctors from performing partial-birth abortions, which passed 64 to 34",20081,2
43287,2003,NYT Index 2003,137,Selena Roberts Sports,2/2/2003,2,0,Selena Roberts Sports of The Times column contends that it is not Title IX that is threatening men's sport but influence and entitlement of big-market football programs,202,2
43321,2003,NYT Index 2003,205,Western New Mexico,1/26/2003,1,0,"Western New Mexico University fires men's basketball coach, accused of using racial slur while addressing black players",201,2
43413,2003,NYT Index 2003,389,Supreme Court agrees,5/20/2003,2,0,Supreme Court agrees to decide whether public subsidy for religious instruction may be constitutionally required in some circumstances; case involves Washington State's rejection of state scholarship for student to study theology at private Christian univ,207,2
43446,2003,NYT Index 2003,455,Brenda Pitts Bennett,8/25/2003,9,0,Letter on Aug 23 article questions objections to Ten Commandments monument at Alabama courthouse in light of fact that every courtroom has Bible containing Ten Commandments to swear in witnesses,207,2
43480,2003,NYT Index 2003,523,Article explores distinctions,12/13/2003,2,0,"Article exploring distinction between discrimination, stereotyping and statistical probabilities and whether generalizations are based on sound empirical information",200,2
43661,2003,NYT Index 2003,885,Editorial says Pres,1/20/2003,9,0,Editorial saying Pres Bush should notice demonstrations against war as sign that Americans no longer feel obliged to salute Administrations plans because of 9/11,200,2
43675,2003,NYT Index 2003,913,Americans continue to,3/22/2003,2,0,"Americans continue to protest war in Iraq, although more quietly than in previous days",200,2
43740,2003,NYT Index 2003,1043,Vandals spray-paint,1/26/2003,1,0,Vandals spray-paint swastikas on cars in Midwood section of Brooklyn in second incident of racist vandalism in Brooklyn in less than two weeks,201,2
43759,2003,NYT Index 2003,1081,Daniel Altman column,6/29/2003,2,0,Daniel Altman column on economic consequences of Supreme Court's decision on affirmative action,201,2
43827,2003,NYT Index 2003,1217,New York City,10/1/2003,2,0,"NYC Commission on Human Rights, which Bloomberg administration pledged to revamp, is criticized in report issued by Anti-Discrimination Center of Metro New York",201,2
44083,2003,NYT Index 2003,1729,"Spring Valley, NY",10/19/2003,2,0,"Spring Valley, NY is roiled by statement made on radio by village trustee that Jews get preferential treatment for government services",201,2
44224,2003,NYT Index 2003,2011,Leaders of Senate,10/17/2003,2,0,Leaders of Senate Government Affairs Committee press DOD to explain why Army contractor Torch Concepts collected information on more than million passengers of JetBlue Airways for antiterrorism study,208,2
44336,2004,NYT Index 2004,3,US District Court,3/28/2004,2,0,"US District Court Judge in Philadelphia denies access to medical records of women who underwent abortions, privacy violations.",20081,2
44337,2004,NYT Index 2004,5,US appeals court,7/17/2004,1,0,US appeals court throws out Idaho law requiring girls to get parental consent for abortions.,20081,2
44606,2004,NYT Index 2004,543,New York City,3/25/2004,1,0,"New York City Council call on US Supreme Court to allow words ""under God"" to remain in Pledge of Allegiance.",207,2
44608,2004,NYT Index 2004,547,Sam Roberts article,5/16/2004,2,0,Sam Roberts article on 50th anniversary of Brown v Board of Education.,201,2
44615,2004,NYT Index 2004,561,Testimony begins in,11/9/2004,2,0,Testimony beings in suit filed against Cobb County (Ga) School District by ACLU.,200,2
